"delegate","delegate-matched","type","state","party","value","pac","committee-id","committee","title","rank","score"
"Capito, Shelley Moore","Shelley Moore Capito","Senator","WV","R",2500,"Allianz of America","SSEG03","Public Lands, Forests, and Mining","Member",2,2097130
"Capito, Shelley Moore","Shelley Moore Capito","Senator","WV","R",2500,"Allianz of America","SSEG04","National Parks","Member",7,2097130
"Capito, Shelley Moore","Shelley Moore Capito","Senator","WV","R",2500,"Allianz of America","SSEV","Senate Committee on Environment and Public Works","Member",4,2097130
"Capito, Shelley Moore","Shelley Moore Capito","Senator","WV","R",2500,"Allianz of America","SSEV08","Transportation and Infrastructure","Member",3,2097130
"Capito, Shelley Moore","Shelley Moore Capito","Senator","WV","R",2500,"Allianz of America","SSEV10","Clean Air and Nuclear Safety","Chairman",1,2097130
"Capito, Shelley Moore","Shelley Moore Capito","Senator","WV","R",2500,"Allianz of America","SSEV15","Fisheries, Water, and Wildlife","Member",3,2097130
"Capito, Shelley Moore","Shelley Moore Capito","Senator","WV","R",2500,"Allianz of America","SSRA","Senate Committee on Rules and Administration","Member",8,2097130
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSAF","Senate Committee on Agriculture, Nutrition, and Forestry","Member",2,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSAF13","Commodities, Risk Management and Trade","Member",2,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSAF14","Conservation, Forestry and Natural Resources","Member",2,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSAF15","Rural Development and Energy","Member",2,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSAP","Senate Committee on Appropriations","Chairman",1,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSAP01","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Member",3,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSAP02","Department of Defense","Chairman",1,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSAP08","Legislative Branch","Ex Officio",4,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSAP14","Department of Homeland Security","Member",2,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSAP16","Commerce, Justice, Science, and Related Agencies","Ex Officio",10,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSAP17","Department of the Interior, Environment, and Related Agencies","Member",3,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSAP18","Departments of Labor, Health and Human Services, and Education, and Related Agencies","Member",4,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSAP19","Military Construction and Veterans Affairs, and Related Agencies","Ex Officio",9,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSAP20","State, Foreign Operations, and Related Programs","Ex Officio",9,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSAP22","Energy and Water Development","Member",2,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSAP23","Financial Services and General Government","Ex Officio",4,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSAP24","Transportation, Housing and Urban Development, and Related Agencies","Ex Officio",10,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",800,"Allianz of America","SSRA","Senate Committee on Rules and Administration","Member",4,8178
"Crapo, Mike","Mike Crapo","Senator","ID","R",1000,"Allianz of America","JSTX","Joint Committee on Taxation","Member",3,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R",1000,"Allianz of America","SLIA","Senate Committee on Indian Affairs","Member",7,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R",1000,"Allianz of America","SSBK","Senate Committee on Banking, Housing, and Urban Affairs","Member",2,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R",1000,"Allianz of America","SSBK04","Securities, Insurance, and Investment","Chairman",1,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R",1000,"Allianz of America","SSBK08","Financial Institutions and Consumer Protection","Member",2,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R",1000,"Allianz of America","SSBK09","Housing, Transportation, and Community Development","Member",2,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R",1000,"Allianz of America","SSBU","Senate Committee on the Budget","Member",4,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R",1000,"Allianz of America","SSEV","Senate Committee on Environment and Public Works","Member",5,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R",1000,"Allianz of America","SSEV08","Transportation and Infrastructure","Member",4,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R",1000,"Allianz of America","SSEV09","Superfund, Waste Management, and Regulatory Oversight","Ranking Member",3,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R",1000,"Allianz of America","SSEV10","Clean Air and Nuclear Safety","Member",4,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R",1000,"Allianz of America","SSFI","Senate Committee on Finance","Member",3,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R",1000,"Allianz of America","SSFI11","Taxation and IRS Oversight","Chairman",1,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R",1000,"Allianz of America","SSFI12","Energy, Natural Resources, and Infrastructure","Member",3,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R",1000,"Allianz of America","SSFI14","Fiscal Responsibility and Economic Growth","Member",2,2036
"Gardner, Cory","Cory Gardner","Senator","CO","R",1000,"Allianz of America","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",12,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R",1000,"Allianz of America","SSCM01","Aviation Operations, Safety, and Security","Member",11,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R",1000,"Allianz of America","SSCM20","Consumer Protection, Product Safety, Insurance, and Data Security","Member",6,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R",1000,"Allianz of America","SSCM24","Space, Science, and Competitiveness","Member",5,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R",1000,"Allianz of America","SSCM26","Communications, Technology, Innovation, and the Internet","Member",11,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R",1000,"Allianz of America","SSEG","Senate Committee on Energy and Natural Resources","Member",8,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R",1000,"Allianz of America","SSEG01","Energy","Member",5,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R",1000,"Allianz of America","SSEG03","Public Lands, Forests, and Mining","Member",7,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R",1000,"Allianz of America","SSEG07","Water and Power","Member",6,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R",1000,"Allianz of America","SSFR","Senate Committee on Foreign Relations","Member",6,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R",1000,"Allianz of America","SSFR01","Europe and Regional Security Cooperation","Member",4,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R",1000,"Allianz of America","SSFR02","East Asia, the Pacific, and International Cybersecurity Policy","Chairman",1,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R",1000,"Allianz of America","SSFR06","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues","Member",3,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R",1000,"Allianz of America","SSFR15","Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy","Member",5,8178
"Gardner, Cory","Cory Gardner","Senator","CO","R",1000,"Allianz of America","SSSB","Senate Committee on Small Business and Entrepreneurship","Member",7,8178
"Kaine, Tim","Tim Kaine","Senator","VA","D",1000,"Allianz of America","SPAG","Senate Special Committee on Aging","Member",9,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D",1000,"Allianz of America","SSAS","Senate Committee on Armed Services","Member",10,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D",1000,"Allianz of America","SSAS13","SeaPower","Member",5,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D",1000,"Allianz of America","SSAS15","Readiness and Management Support","Ranking Member",1,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D",1000,"Allianz of America","SSAS20","Emerging Threats and Capabilities","Member",6,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D",1000,"Allianz of America","SSBU","Senate Committee on the Budget","Member",9,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D",1000,"Allianz of America","SSFR","Senate Committee on Foreign Relations","Member",8,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D",1000,"Allianz of America","SSFR01","Europe and Regional Security Cooperation","Member",3,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D",1000,"Allianz of America","SSFR06","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues","Member",3,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D",1000,"Allianz of America","SSFR07","Near East, South Asia, Central Asia, and Counterterrorism","Member",4,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D",1000,"Allianz of America","SSFR14","State Department and USAID Management, International Operations, and Bilateral International Development","Ranking Member",1,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R",1000,"Allianz of America","SPAG","Senate Special Committee on Aging","Member",3,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R",1000,"Allianz of America","SSAP","Senate Committee on Appropriations","Member",8,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R",1000,"Allianz of America","SSAP08","Legislative Branch","Member",2,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R",1000,"Allianz of America","SSAP16","Commerce, Justice, Science, and Related Agencies","Member",6,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R",1000,"Allianz of America","SSAP18","Departments of Labor, Health and Human Services, and Education, and Related Agencies","Member",7,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R",1000,"Allianz of America","SSAP19","Military Construction and Veterans Affairs, and Related Agencies","Chairman",1,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R",1000,"Allianz of America","SSAP20","State, Foreign Operations, and Related Programs","Member",3,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R",1000,"Allianz of America","SSAP24","Transportation, Housing and Urban Development, and Related Agencies","Member",4,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R",1000,"Allianz of America","SSBK","Senate Committee on Banking, Housing, and Urban Affairs","Member",6,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R",1000,"Allianz of America","SSBK04","Securities, Insurance, and Investment","Member",5,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R",1000,"Allianz of America","SSBK05","National Security and International Trade and Finance","Chairman",1,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R",1000,"Allianz of America","SSBK08","Financial Institutions and Consumer Protection","Member",7,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R",1000,"Allianz of America","SSHR","Senate Committee on Health, Education, Labor, and Pensions","Member",8,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R",1000,"Allianz of America","SSHR09","Children and Families","Member",4,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R",1000,"Allianz of America","SSHR11","Employment and Workplace Safety","Member",4,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R",1000,"Allianz of America","SSHR12","Primary Health and Retirement Security","Member",4,1013
"Klobuchar, Amy","Amy Klobuchar","Senator","MN","D",1000,"Allianz of America","JSEC","Joint Economic Committee","Member",1,16369
"Klobuchar, Amy","Amy Klobuchar","Senator","MN","D",1000,"Allianz of America","SSAF","Senate Committee on Agriculture, Nutrition, and Forestry","Member",4,16369
"Klobuchar, Amy","Amy Klobuchar","Senator","MN","D",1000,"Allianz of America","SSAF14","Conservation, Forestry and Natural Resources","Member",2,16369
"Klobuchar, Amy","Amy Klobuchar","Senator","MN","D",1000,"Allianz of America","SSAF15","Rural Development and Energy","Member",3,16369
"Klobuchar, Amy","Amy Klobuchar","Senator","MN","D",1000,"Allianz of America","SSAF17","Livestock, Marketing and Agriculture Security","Member",3,16369
"Klobuchar, Amy","Amy Klobuchar","Senator","MN","D",1000,"Allianz of America","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",4,16369
"Klobuchar, Amy","Amy Klobuchar","Senator","MN","D",1000,"Allianz of America","SSCM01","Aviation Operations, Safety, and Security","Member",2,16369
"Klobuchar, Amy","Amy Klobuchar","Senator","MN","D",1000,"Allianz of America","SSCM20","Consumer Protection, Product Safety, Insurance, and Data Security","Member",3,16369
"Klobuchar, Amy","Amy Klobuchar","Senator","MN","D",1000,"Allianz of America","SSCM25","Surface Transportation and Merchant Marine Infrastructure, Safety and Security","Member",4,16369
"Klobuchar, Amy","Amy Klobuchar","Senator","MN","D",1000,"Allianz of America","SSCM26","Communications, Technology, Innovation, and the Internet","Member",4,16369
"Klobuchar, Amy","Amy Klobuchar","Senator","MN","D",1000,"Allianz of America","SSJU","Senate Committee on the Judiciary","Member",6,16369
"Klobuchar, Amy","Amy Klobuchar","Senator","MN","D",1000,"Allianz of America","SSJU01","Antitrust, Competition Policy and Consumer Rights","Ranking Member",1,16369
"Klobuchar, Amy","Amy Klobuchar","Senator","MN","D",1000,"Allianz of America","SSJU04","Immigration and the National Interest","Member",5,16369
"Klobuchar, Amy","Amy Klobuchar","Senator","MN","D",1000,"Allianz of America","SSJU22","Crime and Terrorism","Member",3,16369
